INSERT INTO Registro_gimnasio VALUES('2023-05-15', 'A0200414'),
('2023-05-20', 'A0439114'),
('2023-05-20', 'A076693'),
('2023-05-20', 'A0113230'),
('2023-05-20', 'A0439790'),
('2023-05-20', 'A0503902'),
('2023-05-20', 'A0451890'),
('2023-05-20', 'A0313485'),
('2023-05-20', 'A0533253'),
('2023-05-20', 'A0391678'),
('2023-05-20', 'A0907633'),
('2023-05-20', 'A0367059'),
('2023-05-20', 'A0320678'),
('2023-05-20', 'A0862642'),
('2023-05-20', 'A0628840'),
('2023-05-20', 'A0452729'),
('2023-05-20', 'A0248346'),
('2023-05-20', 'A0491214'),
('2023-05-20', 'A0384084'),
('2023-05-20', 'A022664'),
('2023-05-20', 'A0464279'),
('2023-05-20', 'A0629982'),
('2023-05-20', 'A0466008'),
('2023-05-20', 'A0768830'),
('2023-05-20', 'A0754793'),
('2023-05-20', 'A0952919'),
('2023-05-20', 'A0483508'),
('2023-05-20', 'A0674501'),
('2023-05-20', 'A060404'),
('2023-05-20', 'A0948240'),
('2023-05-20', 'A0691818'),
('2023-05-20', 'A0446853'),
('2023-05-20', 'A0582810'),
('2023-05-20', 'A0787303'),
('2023-05-20', 'A0519467'),
('2023-05-20', 'A022117'),
('2023-05-20', 'A0932686'),
('2023-05-20', 'A0138244'),
('2023-05-20', 'A0960605'),
('2023-05-20', 'A0934760'),
('2023-05-20', 'A0870230'),
('2023-05-20', 'A0726054'),
('2023-05-20', 'A0876890'),
('2023-05-20', 'A0431136'),
('2023-05-20', 'A0330920'),
('2023-05-20', 'A0699380'),
('2023-05-20', 'A0986873'),
('2023-05-20', 'A0252285'),
('2023-05-20', 'A0912606'),
('2023-05-20', 'A0438110'),
('2023-05-20', 'A0747297'),
('2023-05-20', 'A0255097'),
('2023-05-20', 'A0890104'),
('2023-05-20', 'A0317170'),
('2023-05-20', 'A0267462'),
('2023-05-20', 'A0967386'),
('2023-05-20', 'A0363337'),
('2023-05-20', 'A0396932'),
('2023-05-20', 'A039856'),
('2023-05-20', 'A0982918'),
('2023-05-20', 'A0962751'),
('2023-05-20', 'A0471133'),
('2023-05-20', 'A074883'),
('2023-05-20', 'A0891059'),
('2023-05-20', 'A0104036'),
('2023-05-20', 'A0857909'),
('2023-05-20', 'A065269'),
('2023-05-20', 'A0396857'),
('2023-05-20', 'A0853445'),
('2023-05-20', 'A0765149'),
('2023-05-20', 'A0957951'),
('2023-05-20', 'A0866589'),
('2023-05-20', 'A0113712'),
('2023-05-20', 'A0345670'),
('2023-05-20', 'A0824186'),
('2023-05-20', 'A0886487'),
('2023-05-20', 'A079423'),
('2023-05-20', 'A0179544'),
('2023-05-20', 'A0469764'),
('2023-05-20', 'A0828286'),
('2023-05-20', 'A0857204'),
('2023-05-20', 'A0863864'),
('2023-05-20', 'A0484720'),
('2023-05-20', 'A0591779'),
('2023-05-20', 'A0642765'),
('2023-05-20', 'A0340463'),
('2023-05-20', 'A0630911'),
('2023-05-20', 'A0243663'),
('2023-05-20', 'A0151671'),
('2023-05-20', 'A0879169'),
('2023-05-20', 'A0770550'),
('2023-05-20', 'A0483526'),
('2023-05-20', 'A031504'),
('2023-05-20', 'A0946303'),
('2023-05-20', 'A0725336'),
('2023-05-20', 'A0132419'),
('2023-05-20', 'A0762159'),
('2023-05-20', 'A0985983'),
('2023-05-20', 'A0821078'),
('2023-05-20', 'A0673049'),
('2023-05-20', 'A0753365'),
('2023-05-20', 'A0425439'),
('2023-05-21', 'A0193939'),
('2023-05-21', 'A0647843'),
('2023-05-21', 'A0836901'),
('2023-05-21', 'A099922'),
('2023-05-21', 'A0353081'),
('2023-05-21', 'A0851701'),
('2023-05-21', 'A062072'),
('2023-05-21', 'A0265250'),
('2023-05-21', 'A0854351'),
('2023-05-21', 'A0129267'),
('2023-05-21', 'A0730999'),
('2023-05-21', 'A0552865'),
('2023-05-21', 'A0774377'),
('2023-05-21', 'A0195095'),
('2023-05-21', 'A0378280'),
('2023-05-21', 'A0386875'),
('2023-05-21', 'A0891580'),
('2023-05-21', 'A0589960'),
('2023-05-21', 'A0255171'),
('2023-05-21', 'A0194585'),
('2023-05-21', 'A0749593'),
('2023-05-21', 'A0863881'),
('2023-05-21', 'A0457502'),
('2023-05-21', 'A0293248'),
('2023-05-21', 'A0867680'),
('2023-05-21', 'A0684308'),
('2023-05-21', 'A0115429'),
('2023-05-21', 'A0666760'),
('2023-05-21', 'A0153101'),
('2023-05-21', 'A0907239'),
('2023-05-21', 'A0633262'),
('2023-05-21', 'A0666144'),
('2023-05-21', 'A0471592'),
('2023-05-21', 'A0122557'),
('2023-05-21', 'A0826888'),
('2023-05-21', 'A0577045'),
('2023-05-21', 'A0973756'),
('2023-05-21', 'A0866547'),
('2023-05-21', 'A0762439'),
('2023-05-21', 'A0338431'),
('2023-05-21', 'A0437005'),
('2023-05-21', 'A0994286'),
('2023-05-21', 'A0361638'),
('2023-05-21', 'A0792584'),
('2023-05-21', 'A0653876'),
('2023-05-21', 'A02427'),
('2023-05-21', 'A0344751'),
('2023-05-21', 'A0647570'),
('2023-05-21', 'A0163518'),
('2023-05-21', 'A0204989'),
('2023-05-21', 'A0832162'),
('2023-05-21', 'A0709924'),
('2023-05-21', 'A0746927'),
('2023-05-21', 'A0476370'),
('2023-05-21', 'A0114840'),
('2023-05-21', 'A0157475'),
('2023-05-21', 'A0638007'),
('2023-05-21', 'A0624618'),
('2023-05-21', 'A0311613'),
('2023-05-21', 'A0435540'),
('2023-05-21', 'A0695600'),
('2023-05-21', 'A0461018'),
('2023-05-21', 'A0948340'),
('2023-05-21', 'A0427174'),
('2023-05-21', 'A0434286'),
('2023-05-21', 'A0533195'),
('2023-05-21', 'A050192'),
('2023-05-21', 'A0863664'),
('2023-05-21', 'A0943653'),
('2023-05-21', 'A0136600'),
('2023-05-21', 'A043588'),
('2023-05-21', 'A0216771'),
('2023-05-21', 'A0195933'),
('2023-05-21', 'A042690'),
('2023-05-21', 'A0154856'),
('2023-05-21', 'A0949803'),
('2023-05-21', 'A0579081'),
('2023-05-21', 'A0490260'),
('2023-05-21', 'A0891898'),
('2023-05-21', 'A0936534'),
('2023-05-21', 'A0701878'),
('2023-05-21', 'A0218864'),
('2023-05-21', 'A0515467'),
('2023-05-21', 'A0310203'),
('2023-05-21', 'A0880827'),
('2023-05-21', 'A0313237'),
('2023-05-21', 'A0581708'),
('2023-05-21', 'A0945805'),
('2023-05-21', 'A0715077'),
('2023-05-21', 'A0882757'),
('2023-05-21', 'A0794042'),
('2023-05-21', 'A0135449'),
('2023-05-21', 'A0229763'),
('2023-05-21', 'A0164631'),
('2023-05-21', 'A0887484'),
('2023-05-21', 'A0758422'),
('2023-05-21', 'A0562215'),
('2023-05-21', 'A0498495'),
('2023-05-21', 'A0461181'),
('2023-05-21', 'A0120932'),
('2023-05-21', 'A0514587'),
('2023-05-21', 'A0283660'),
('2023-05-21', 'A082373'),
('2023-05-21', 'A0903276'),
('2023-05-21', 'A0893717'),
('2023-05-21', 'A0600719'),
('2023-05-21', 'A0459732'),
('2023-05-21', 'A045941'),
('2023-05-21', 'A0206885'),
('2023-05-21', 'A0147692'),
('2023-05-21', 'A0827046'),
('2023-05-21', 'A0724499'),
('2023-05-21', 'A0516651'),
('2023-05-21', 'A0916159'),
('2023-05-21', 'A0414786'),
('2023-05-21', 'A0933475'),
('2023-05-21', 'A0686804'),
('2023-05-21', 'A0453697'),
('2023-05-21', 'A0279366'),
('2023-05-21', 'A0181612'),
('2023-05-21', 'A0804744'),
('2023-05-21', 'A0324036'),
('2023-05-21', 'A0398276'),
('2023-05-21', 'A05288'),
('2023-05-21', 'A0149100'),
('2023-05-21', 'A0363794'),
('2023-05-21', 'A014159'),
('2023-05-21', 'A0579053'),
('2023-05-21', 'A0393669'),
('2023-05-21', 'A0964855'),
('2023-05-21', 'A0811886'),
('2023-05-21', 'A065155'),
('2023-05-21', 'A0347426'),
('2023-05-21', 'A098353'),
('2023-05-21', 'A0595387'),
('2023-05-21', 'A0254787'),
('2023-05-21', 'A0374167'),
('2023-05-21', 'A0953258'),
('2023-05-21', 'A0645636'),
('2023-05-21', 'A0272472'),
('2023-05-21', 'A046186'),
('2023-05-21', 'A0162501'),
('2023-05-21', 'A0362213'),
('2023-05-21', 'A083167'),
('2023-05-21', 'A0652683'),
('2023-05-21', 'A0309828'),
('2023-05-21', 'A0735963'),
('2023-05-21', 'A0936147'),
('2023-05-21', 'A0917145'),
('2023-05-21', 'A0365748'),
('2023-05-21', 'A0798608'),
('2023-05-21', 'A0689430'),
('2023-05-21', 'A0462423'),
('2023-05-21', 'A0522777'),
('2023-05-21', 'A078360'),
('2023-05-21', 'A0753078'),
('2023-05-21', 'A0825483'),
('2023-05-21', 'A0813166'),
('2023-05-21', 'A0322287'),
('2023-05-21', 'A093343'),
('2023-05-21', 'A0524382'),
('2023-05-21', 'A0619669'),
('2023-05-21', 'A0747112'),
('2023-05-21', 'A0925542'),
('2023-05-21', 'A0752117'),
('2023-05-21', 'A0942659'),
('2023-05-21', 'A0172899'),
('2023-05-21', 'A0321622'),
('2023-05-21', 'A0894555'),
('2023-05-21', 'A0312663'),
('2023-05-21', 'A0671962'),
('2023-05-21', 'A0516054'),
('2023-05-21', 'A0977410'),
('2023-05-21', 'A0414446'),
('2023-05-21', 'A0571613'),
('2023-05-21', 'A0421509'),
('2023-05-21', 'A0255023'),
('2023-05-21', 'A0451208'),
('2023-05-21', 'A0122431'),
('2023-05-21', 'A0386511'),
('2023-05-21', 'A0576799'),
('2023-05-21', 'A0359634'),
('2023-05-21', 'A024398'),
('2023-05-21', 'A0397258'),
('2023-05-21', 'A080549'),
('2023-05-21', 'A0453453'),
('2023-05-21', 'A0883260'),
('2023-05-21', 'A0718257'),
('2023-05-21', 'A0342821'),
('2023-05-21', 'A0902654'),
('2023-05-21', 'A0185500'),
('2023-05-21', 'A0987203'),
('2023-05-21', 'A0547437'),
('2023-05-21', 'A0980629'),
('2023-05-21', 'A0715835'),
('2023-05-21', 'A0825739'),
('2023-05-21', 'A0343065'),
('2023-05-21', 'A069888'),
('2023-05-21', 'A0702142'),
('2023-05-21', 'A0632557'),
('2023-05-21', 'A0888753'),
('2023-05-21', 'A093004'),
('2023-05-21', 'A0231058'),
('2023-05-21', 'A0557258'),
('2023-05-21', 'A0724898'),
('2023-05-21', 'A0729547'),
('2023-05-21', 'A0320554'),
('2023-05-21', 'A0442271'),
('2023-05-21', 'A0646770'),
('2023-05-21', 'A0458170'),
('2023-05-21', 'A0515923'),
('2023-05-21', 'A0214608'),
('2023-05-21', 'A0412755'),
('2023-05-21', 'A0699878'),
('2023-05-21', 'A0995218'),
('2023-05-21', 'A0777191'),
('2023-05-21', 'A0818647'),
('2023-05-21', 'A0693844'),
('2023-05-21', 'A0669704'),
('2023-05-21', 'A0261161'),
('2023-05-21', 'A0377818'),
('2023-05-21', 'A0450116'),
('2023-05-21', 'A0456135'),
('2023-05-21', 'A0546903'),
('2023-05-21', 'A0886047'),
('2023-05-21', 'A0491445'),
('2023-05-21', 'A0587247'),
('2023-05-21', 'A0126201'),
('2023-05-21', 'A0895545'),
('2023-05-21', 'A0421935'),
('2023-05-21', 'A0749536'),
('2023-05-21', 'A0677037'),
('2023-05-21', 'A0788492'),
('2023-05-21', 'A0923225'),
('2023-05-21', 'A0105373'),
('2023-05-21', 'A0110472'),
('2023-05-21', 'A0470460'),
('2023-05-21', 'A0762918'),
('2023-05-21', 'A0688994'),
('2023-05-21', 'A0732248'),
('2023-05-21', 'A040050'),
('2023-05-21', 'A0897588'),
('2023-05-21', 'A093932'),
('2023-05-21', 'A0383944'),
('2023-05-21', 'A0607102'),
('2023-05-21', 'A0166768'),
('2023-05-21', 'A0401776'),
('2023-05-21', 'A0626367'),
('2023-05-21', 'A095275'),
('2023-05-21', 'A061007'),
('2023-05-21', 'A0792371'),
('2023-05-21', 'A0160393'),
('2023-05-21', 'A0954872'),
('2023-05-21', 'A0194673'),
('2023-05-21', 'A0332545'),
('2023-05-21', 'A0252689'),
('2023-05-21', 'A0334396'),
('2023-05-21', 'A0885174'),
('2023-05-21', 'A0964149'),
('2023-05-21', 'A0106307'),
('2023-05-21', 'A0439290'),
('2023-05-21', 'A0237771'),
('2023-05-21', 'A0354103'),
('2023-05-21', 'A0275447'),
('2023-05-21', 'A0891996'),
('2023-05-21', 'A0541281'),
('2023-05-21', 'A0388540'),
('2023-05-21', 'A0234545'),
('2023-05-21', 'A0987789'),
('2023-05-21', 'A0697086'),
('2023-05-21', 'A067288'),
('2023-05-21', 'A0100172'),
('2023-05-21', 'A0231450'),
('2023-05-21', 'A056979'),
('2023-05-21', 'A0342697'),
('2023-05-21', 'A0209607'),
('2023-05-21', 'A0493625'),
('2023-05-21', 'A0957573'),
('2023-05-21', 'A083797'),
('2023-05-21', 'A0501264'),
('2023-05-21', 'A0452144'),
('2023-05-21', 'A051341'),
('2023-05-21', 'A0141767'),
('2023-05-21', 'A0568155'),
('2023-05-21', 'A0770931'),
('2023-05-21', 'A0470554'),
('2023-05-21', 'A0120872'),
('2023-05-21', 'A0106967'),
('2023-05-21', 'A0788247'),
('2023-05-21', 'A012206'),
('2023-05-21', 'A0351601'),
('2023-05-21', 'A0939796'),
('2023-05-21', 'A0266629'),
('2023-05-21', 'A0992765'),
('2023-05-21', 'A0864554'),
('2023-05-21', 'A0324120'),
('2023-05-21', 'A0743495'),
('2023-05-21', 'A0681701'),
('2023-05-21', 'A0928526'),
('2023-05-21', 'A0722842'),
('2023-05-21', 'A0710287'),
('2023-05-21', 'A0278922'),
('2023-05-21', 'A0980081'),
('2023-05-21', 'A0490910'),
('2023-05-21', 'A037023'),
('2023-05-21', 'A0492410'),
('2023-05-21', 'A0591280'),
('2023-05-21', 'A081343'),
('2023-05-21', 'A0393101'),
('2023-05-21', 'A0447648'),
('2023-05-21', 'A0519113'),
('2023-05-21', 'A0558264'),
('2023-05-21', 'A0545731'),
('2023-05-21', 'A0127782'),
('2023-05-21', 'A0603901'),
('2023-05-21', 'A0160441'),
('2023-05-21', 'A0998941'),
('2023-05-21', 'A0433704'),
('2023-05-21', 'A0224595'),
('2023-05-21', 'A0126781'),
('2023-05-21', 'A083649'),
('2023-05-21', 'A0529642'),
('2023-05-21', 'A0320598'),
('2023-05-21', 'A0341508'),
('2023-05-21', 'A0368547'),
('2023-05-21', 'A0725440'),
('2023-05-21', 'A0749365'),
('2023-05-21', 'A0528695'),
('2023-05-21', 'A0672410'),
('2023-05-21', 'A0601848'),
('2023-05-21', 'A0475322'),
('2023-05-21', 'A0939423'),
('2023-05-21', 'A0554488'),
('2023-05-21', 'A056637'),
('2023-05-21', 'A0309624'),
('2023-05-21', 'A0526035'),
('2023-05-21', 'A0332009'),
('2023-05-21', 'A0111946'),
('2023-05-21', 'A0936059'),
('2023-05-21', 'A0316898'),
('2023-05-21', 'A0889599'),
('2023-05-21', 'A0745473'),
('2023-05-21', 'A0300679'),
('2023-05-21', 'A086545'),
('2023-05-21', 'A0753170'),
('2023-05-21', 'A0100344'),
('2023-05-21', 'A0252623'),
('2023-05-21', 'A0822688'),
('2023-05-21', 'A0172376'),
('2023-05-21', 'A0414146'),
('2023-05-21', 'A0499108');

 INSERT INTO Registro_gimnasio VALUES ('2023-05-21', 'A0172779'),
('2023-05-21', 'A0747790'),
('2023-05-21', 'A0724987'),
('2023-05-21', 'A0672345'),
('2023-05-21', 'A0711104'),
('2023-05-21', 'A0260022'),
('2023-05-21', 'A0329112'),
('2023-05-21', 'A0512645'),
('2023-05-21', 'A0378726'),
('2023-05-21', 'A0212821'),
('2023-05-21', 'A0853819'),
('2023-05-21', 'A0944574'),
('2023-05-21', 'A0323806'),
('2023-05-21', 'A0290536'),
('2023-05-21', 'A0233932'),
('2023-05-21', 'A0101233'),
('2023-05-21', 'A0816644'),
('2023-05-21', 'A0325623'),
('2023-05-21', 'A0707271'),
('2023-05-21', 'A0857135'),
('2023-05-21', 'A0389529'),
('2023-05-21', 'A0396416'),
('2023-05-21', 'A0274700'),
('2023-05-22', 'A0356500'),
('2023-05-22', 'A025885'),
('2023-05-22', 'A0310106'),
('2023-05-22', 'A0222948'),
('2023-05-22', 'A0882548'),
('2023-05-22', 'A0861040'),
('2023-05-22', 'A0518828'),
('2023-05-22', 'A0752964'),
('2023-05-22', 'A0884443'),
('2023-05-22', 'A0925688'),
('2023-05-22', 'A0270097'),
('2023-05-22', 'A0466682'),
('2023-05-22', 'A0616504'),
('2023-05-22', 'A0940839'),
('2023-05-22', 'A0590266'),
('2023-05-22', 'A0527279'),
('2023-05-22', 'A0792131'),
('2023-05-22', 'A0769510'),
('2023-05-22', 'A0685851'),
('2023-05-22', 'A0309252'),
('2023-05-22', 'A0443897'),
('2023-05-22', 'A0593982'),
('2023-05-22', 'A0310565'),
('2023-05-22', 'A0343031'),
('2023-05-22', 'A0660768'),
('2023-05-22', 'A0866441'),
('2023-05-22', 'A068514'),
('2023-05-22', 'A0934825'),
('2023-05-22', 'A092568'),
('2023-05-22', 'A0418514'),
('2023-05-22', 'A0477499'),
('2023-05-22', 'A076031'),
('2023-05-22', 'A0857825'),
('2023-05-22', 'A0704595'),
('2023-05-22', 'A0815380'),
('2023-05-22', 'A086670'),
('2023-05-22', 'A0390366'),
('2023-05-22', 'A0547651'),
('2023-05-22', 'A0789861'),
('2023-05-22', 'A0606530'),
('2023-05-22', 'A0171267'),
('2023-05-22', 'A0993989'),
('2023-05-22', 'A0702081'),
('2023-05-22', 'A0627614'),
('2023-05-22', 'A0959703'),
('2023-05-22', 'A0944418'),
('2023-05-22', 'A0230160'),
('2023-05-22', 'A0130291'),
('2023-05-22', 'A0949569'),
('2023-05-22', 'A0784266'),
('2023-05-22', 'A0129042'),
('2023-05-22', 'A0879394'),
('2023-05-22', 'A0477148'),
('2023-05-22', 'A0531831'),
('2023-05-22', 'A0395139'),
('2023-05-22', 'A0373205'),
('2023-05-22', 'A0134631'),
('2023-05-22', 'A0300464'),
('2023-05-22', 'A053769'),
('2023-05-22', 'A0144945'),
('2023-05-22', 'A0856189'),
('2023-05-22', 'A0369840'),
('2023-05-22', 'A0560600'),
('2023-05-22', 'A0966235'),
('2023-05-22', 'A0566593'),
('2023-05-22', 'A0422612'),
('2023-05-22', 'A0677160'),
('2023-05-22', 'A0446558'),
('2023-05-22', 'A0586862'),
('2023-05-22', 'A0342680'),
('2023-05-22', 'A0380259'),
('2023-05-22', 'A0876570'),
('2023-05-22', 'A0577383'),
('2023-05-22', 'A0334106'),
('2023-05-22', 'A0666979'),
('2023-05-22', 'A0983832'),
('2023-05-22', 'A08552'),
('2023-05-22', 'A050382'),
('2023-05-22', 'A0785486'),
('2023-05-22', 'A0900710'),
('2023-05-22', 'A0250814'),
('2023-05-22', 'A0135741'),
('2023-05-22', 'A0372202'),
('2023-05-22', 'A0957284'),
('2023-05-22', 'A0925575'),
('2023-05-22', 'A093033'),
('2023-05-22', 'A0980503'),
('2023-05-22', 'A0776886'),
('2023-05-22', 'A0315996'),
('2023-05-22', 'A0144331'),
('2023-05-22', 'A0498011'),
('2023-05-22', 'A0372540'),
('2023-05-22', 'A0257729'),
('2023-05-22', 'A0290913'),
('2023-05-22', 'A0143026'),
('2023-05-22', 'A0431454'),
('2023-05-22', 'A0253646'),
('2023-05-22', 'A0809421'),
('2023-05-22', 'A013152'),
('2023-05-22', 'A0830500'),
('2023-05-22', 'A0862790'),
('2023-05-22', 'A0295706'),
('2023-05-22', 'A0159311'),
('2023-05-22', 'A0650111'),
('2023-05-22', 'A0205316'),
('2023-05-22', 'A0809256'),
('2023-05-22', 'A0425729'),
('2023-05-22', 'A0816129'),
('2023-05-22', 'A058627'),
('2023-05-22', 'A0136467'),
('2023-05-22', 'A024011'),
('2023-05-22', 'A0194301'),
('2023-05-22', 'A0680370'),
('2023-05-22', 'A0912951'),
('2023-05-22', 'A0347964'),
('2023-05-22', 'A0668381'),
('2023-05-22', 'A0117102'),
('2023-05-22', 'A0919906'),
('2023-05-22', 'A0430248'),
('2023-05-22', 'A0561769'),
('2023-05-22', 'A08986'),
('2023-05-22', 'A0872890'),
('2023-05-22', 'A0432446'),
('2023-05-22', 'A0673920'),
('2023-05-22', 'A0211121'),
('2023-05-22', 'A0596916'),
('2023-05-22', 'A0923029'),
('2023-05-22', 'A0278316'),
('2023-05-22', 'A0183415'),
('2023-05-22', 'A0913289'),
('2023-05-22', 'A084913'),
('2023-05-22', 'A0819829'),
('2023-05-22', 'A0840618'),
('2023-05-22', 'A0192668'),
('2023-05-22', 'A0134115'),
('2023-05-22', 'A0950800'),
('2023-05-22', 'A0268997'),
('2023-05-22', 'A0126362'),
('2023-05-22', 'A0604923'),
('2023-05-22', 'A0435954'),
('2023-05-22', 'A0143028'),
('2023-05-22', 'A0591645'),
('2023-05-22', 'A0425999'),
('2023-05-22', 'A0696974'),
('2023-05-22', 'A0103936'),
('2023-05-22', 'A0415365'),
('2023-05-22', 'A0744382'),
('2023-05-22', 'A0131770'),
('2023-05-22', 'A0442251'),
('2023-05-22', 'A0739128'),
('2023-05-22', 'A0908941'),
('2023-05-22', 'A0320831'),
('2023-05-22', 'A0142629'),
('2023-05-22', 'A0823758'),
('2023-05-22', 'A0866351'),
('2023-05-22', 'A0153156'),
('2023-05-22', 'A089406'),
('2023-05-22', 'A0856009'),
('2023-05-22', 'A0317706'),
('2023-05-22', 'A0153774'),
('2023-05-22', 'A0665740'),
('2023-05-22', 'A0301880'),
('2023-05-22', 'A011404'),
('2023-05-22', 'A060074'),
('2023-05-22', 'A0352722'),
('2023-05-22', 'A0329165'),
('2023-05-22', 'A0480119'),
('2023-05-22', 'A0804629'),
('2023-05-22', 'A0142649'),
('2023-05-22', 'A0973651'),
('2023-05-22', 'A0188330'),
('2023-05-22', 'A0818136'),
('2023-05-22', 'A0674725'),
('2023-05-22', 'A090862'),
('2023-05-22', 'A0842868'),
('2023-05-22', 'A0172395'),
('2023-05-22', 'A0582574'),
('2023-05-22', 'A039131'),
('2023-05-22', 'A0498537'),
('2023-05-22', 'A0132980'),
('2023-05-22', 'A04837'),
('2023-05-22', 'A0376805'),
('2023-05-22', 'A0933162'),
('2023-05-22', 'A0739641'),
('2023-05-22', 'A0235285'),
('2023-05-22', 'A0613958'),
('2023-05-22', 'A011022'),
('2023-05-22', 'A0178017'),
('2023-05-22', 'A0542455'),
('2023-05-22', 'A0789274'),
('2023-05-22', 'A0229726'),
('2023-05-22', 'A0291659'),
('2023-05-22', 'A0162765'),
('2023-05-22', 'A0667636'),
('2023-05-22', 'A0511913'),
('2023-05-22', 'A0638336'),
('2023-05-22', 'A086100'),
('2023-05-22', 'A0416811'),
('2023-05-22', 'A0700005'),
('2023-05-22', 'A015238'),
('2023-05-22', 'A0815077'),
('2023-05-22', 'A0823149'),
('2023-05-22', 'A0509341'),
('2023-05-22', 'A0697277'),
('2023-05-22', 'A0398363'),
('2023-05-22', 'A0509387'),
('2023-05-22', 'A0749027'),
('2023-05-22', 'A0612221'),
('2023-05-22', 'A0928152'),
('2023-05-22', 'A0938155'),
('2023-05-22', 'A0877799'),
('2023-05-22', 'A0313738'),
('2023-05-22', 'A079173'),
('2023-05-22', 'A0622880'),
('2023-05-22', 'A0445998'),
('2023-05-22', 'A0104263'),
('2023-05-22', 'A0833162'),
('2023-05-22', 'A0821849'),
('2023-05-22', 'A0451545'),
('2023-05-22', 'A0997226'),
('2023-05-22', 'A094846'),
('2023-05-22', 'A0830651'),
('2023-05-22', 'A0796309'),
('2023-05-22', 'A0516228'),
('2023-05-22', 'A0743251'),
('2023-05-22', 'A0789534'),
('2023-05-22', 'A0176592'),
('2023-05-22', 'A0244498'),
('2023-05-22', 'A068255'),
('2023-05-22', 'A0638914'),
('2023-05-22', 'A0669192'),
('2023-05-22', 'A0484366'),
('2023-05-22', 'A0272215'),
('2023-05-22', 'A0713818'),
('2023-05-22', 'A0830086'),
('2023-05-22', 'A067276'),
('2023-05-22', 'A0282361'),
('2023-05-22', 'A0540799'),
('2023-05-22', 'A0438216'),
('2023-05-22', 'A0820268'),
('2023-05-22', 'A0839457'),
('2023-05-22', 'A0466867'),
('2023-05-22', 'A0400348'),
('2023-05-22', 'A0848821'),
('2023-05-22', 'A0656763'),
('2023-05-22', 'A086129'),
('2023-05-22', 'A0431199'),
('2023-05-22', 'A0183688'),
('2023-05-22', 'A0294894'),
('2023-05-22', 'A0493533'),
('2023-05-22', 'A0823775'),
('2023-05-22', 'A0760700'),
('2023-05-22', 'A0195387'),
('2023-05-22', 'A0828755'),
('2023-05-22', 'A0996566'),
('2023-05-22', 'A0548011'),
('2023-05-22', 'A0328608'),
('2023-05-22', 'A0357100'),
('2023-05-22', 'A0934870'),
('2023-05-22', 'A0935536'),
('2023-05-22', 'A0924526'),
('2023-05-22', 'A0830450'),
('2023-05-22', 'A0487286'),
('2023-05-22', 'A0610026'),
('2023-05-22', 'A0680967'),
('2023-05-22', 'A0231383'),
('2023-05-22', 'A0911730'),
('2023-05-22', 'A0213803'),
('2023-05-22', 'A054586'),
('2023-05-22', 'A0769501'),
('2023-05-22', 'A0140534'),
('2023-05-22', 'A0366221'),
('2023-05-22', 'A0277912'),
('2023-05-22', 'A0251575'),
('2023-05-22', 'A0524769'),
('2023-05-22', 'A0366754'),
('2023-05-22', 'A0773334'),
('2023-05-22', 'A0251567'),
('2023-05-22', 'A0341414'),
('2023-05-22', 'A0787492'),
('2023-05-22', 'A0715224'),
('2023-05-22', 'A0185503'),
('2023-05-22', 'A0175856'),
('2023-05-22', 'A0912448'),
('2023-05-22', 'A0564602'),
('2023-05-22', 'A069321'),
('2023-05-22', 'A0440993'),
('2023-05-22', 'A0243552'),
('2023-05-22', 'A0929783'),
('2023-05-22', 'A0797251'),
('2023-05-22', 'A0997520'),
('2023-05-22', 'A0530237'),
('2023-05-22', 'A0169423'),
('2023-05-22', 'A0580499'),
('2023-05-22', 'A0841500'),
('2023-05-22', 'A0404557'),
('2023-05-22', 'A0889537'),
('2023-05-22', 'A0132506'),
('2023-05-22', 'A0674101'),
('2023-05-22', 'A037399'),
('2023-05-22', 'A0754982'),
('2023-05-22', 'A0234490'),
('2023-05-22', 'A0605341'),
('2023-05-22', 'A0717886'),
('2023-05-22', 'A0180831'),
('2023-05-22', 'A0274246'),
('2023-05-22', 'A0993692'),
('2023-05-22', 'A0129676'),
('2023-05-22', 'A0374499'),
('2023-05-22', 'A0197892'),
('2023-05-22', 'A0611265'),
